title,imdb_id,tmdb_id,original_title,adult,belongs_to_collection,poster_path,budget,genres,homepage,overview,popularity,production_companies,production_countries,release_date,spoken_languages,status,vote_average,vote_count,movie_id,original_language
The Woodsman and the Rain,tt1867566,122336.0,??????,False,,/yfXwx75P1MRhSBIXyiMqA7gGFXR.jpg,0.0,,,"Rookie movie director Koichi and his crew travels to the mountain village of Yamamura to film his next movie. The villagers are eventually enlisted to help film the movie and, in particular, 60-year-old lumberjack Katsuhiko helps against his will.",1.537497,,,2011-10-23,,Released,5.8,9.0,the+woodsman+and+the+rain+2011,ja
The Working Class Goes to Paradise,tt0066919,56231.0,La classe operaia va in paradiso,False,,/zIJWFle1EVqowrsAx5U9lrSTUbS.jpg,0.0,,,A conscientious factory worker gets his finger cut off by a machine. The accident causes him to become more involved in political and revolutionary groups.,2.397549,,,1971-09-17,,Released,7.0,30.0,the+working+class+goes+to+paradise+1971,it
The World,tt0423176,41292.0,??,False,,/aqllcR5g8WvRMVoMUEBQW7zfTFn.jpg,0.0,,,"“The World” is a theme park on the outskirts of Beijing, sixteen kilometers from the Chinese capital, designed around scaled representations of the world’s famous landmarks such as the Eiffel Tower or the Leaning Tower of Pisa.The site is seen here not from the visitors’ point of view but through the eyes of a few of its staff, lonely people, communicating poorly, a bit disillusioned with life, glittering for the tourists but dull and restricted as far as they are concerned.",0.80315,,,2005-03-18,,Released,7.3,18.0,the+world+2005,zh
The World According to Ion B.,tt1683890,55802.0,Lumea vazuta de Ion B.,False,,/qRvqAyBVGYk95PqfW3FHhiPz0kL.jpg,0.0,,,The fascinating portrait of Ion Bârlàdeanu. The touching and inspiring story of a man who literally lived in the gutter for 20 years - and in the meantime managed to create paintings and collages which are now exhibited alongside works by Andy Warhol or Marcel Duchamp.,0.081059,,,2009-12-17,,Released,8.3,2.0,the+world+according+to+ion+b.+2009,en
The World According to Monsanto,tt1189345,27865.0,Le monde selon Monsanto,False,,/v5TBBovvI92H664UkPSUK6YLlVN.jpg,0.0,,,"Monsanto is the world leader in genetically modified organisms (GMOs), as well as one of the most controversial corporations in industrial history. This century-old empire has created some of the most toxic products ever sold, including polychlorinated biphenyls (PCBs) and the herbicide Agent Orange. Based on a painstaking investigation, The World According to Monsanto puts together the pieces of the company’s history, calling on hitherto unpublished documents and numerous first-hand accounts.",0.577076,,,2008-01-01,,Released,7.5,15.0,the+world+according+to+monsanto+2008,fr
The World of Apu,tt0052572,896.0,???? ?????,False,,/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg,0.0,,,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding....,2.381806,,,1959-05-01,,Released,8.2,40.0,the+world+of+apu+1959,bn
The World of Kanako,tt3108158,251981.0,???,False,,/JQLiPP0W9MM2eDRuCwvustT4SZ.jpg,0.0,,http://kawaki.gaga.ne.jp/,"Showa Fujishima is a former detective. One day, his daughter Kanako, who is a model student, disappears. To find his daughter, he investigates more carefully into his daughter's life. He quickly realizes that his daughter is no saint, but there is nowhere he won't go to find her.",7.883507,,,2014-07-04,,Released,6.5,46.0,the+world+of+kanako+2014,ja
"The World, the Flesh and the Devil",tt0053454,4928.0,"The World, the Flesh and the Devil",False,,/fcyZR6J4Av9mZRplZXATeBIBnwR.jpg,0.0,,,"Ralph Burton is a miner who is trapped for several days as a result of a cave-in. When he finally manages to dig himself out, he realizes that all of mankind seems to have been destroyed in a nuclear holocaust. He travels to New York City only to find it deserted. Making a life for himself there, he is flabbergasted to eventually find Sarah Crandall, who also managed to survive. Together, they form a close friendship until the arrival of Benson Thacker who has managed to pilot his small boat into the city's harbor. At this point the tensions rise between the three, particularly between Thacker, who is white and Burton, who is black.",1.441529,,,1959-05-20,,Released,5.8,16.0,the+world_+the+flesh+and+the+devil+1959,en
The World's End,tt1213663,107985.0,The World's End,False,,/7xZUJMqGBLvhPJqn23UM3yUC5k5.jpg,20000000.0,,,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,9.830382,,,2013-07-18,,Released,6.7,1820.0,the+worlds+end+2013,en
The World's Fastest Indian,tt0412080,9912.0,The World's Fastest Indian,False,,/h3xDXEEjppiyuRtMv6Cy5bcMTrG.jpg,25000000.0,,,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle -- a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",5.581311,,,2005-10-12,,Released,7.3,168.0,the+worlds+fastest+indian+2005,en
The World's Greatest Lover,tt0076933,45579.0,The World's Greatest Lover,False,,/zUgfeMLieGkqJINFoi3j1hERpzB.jpg,0.0,,,"When frustrated movie studio mogul Adolph Zitz announces a talent search for a romantic leading man to rival the great Rudolph Valentino, thousands of hopefuls decend upon Hollywood. Rudy Valentine, a neurotic baker from Milwaukee, knows little about romance or acting. But when his wife leaves him for the real Valentino, Rudy goes to outrageous lengths to win the role of a lifetime and win back the love of his life.",0.868948,,,1977-12-18,,Released,6.0,9.0,the+worlds+greatest+lover+1977,en
The Worthless,tt0083579,33481.0,Arvottomat,False,,/hm6zpXvw58o195vHowbtaOq1Aob.jpg,0.0,,,"A criminal, his friend and his former girlfriend find their lives intertwining with each other.",0.780772,,,1982-10-15,,Released,6.1,5.0,the+worthless+1982,fi
The Wounds,tt0165546,51022.0,Rane,False,,/bRQaQpbkV8eV97dPk0AbnV0tQbO.jpg,10000.0,,,This film follows two Belgrade youths on their rise to gangster legends in a decaying society.,0.732884,,,1998-05-27,,Released,7.2,16.0,the+wounds+1998,sr
The X Files: I Want to Believe,tt0443701,8836.0,The X Files: I Want to Believe,False,,/6IHiWSCS1tAqfxrwEXTJ9A1LD7R.jpg,30000000.0,,,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.",9.863584,,,2008-07-24,,Released,5.5,534.0,the+x+files+i+want+to+believe+2008,en
The X from Outer Space,tt0062411,42712.0,????????,False,,/cyb90QAf6nUMMGUSHulQ4UGc2ZM.jpg,0.0,,,"The spaceship AAB-Gamma is dispatched from FAFC headquarters in Japan to make a landing on the planet Mars and investigate reports of UFOs in the area. As they near the red planet, they encounter a mysterious UFO that coats the ship's hull with unusual spores. Taking one of the specimens back to earth, it soon develops and grows into a giant chicken-lizard-alien monster that tramples Japan.",0.368482,,,1967-03-25,,Released,4.4,8.0,the+x+from+outer+space+1967,ja
The Yacoubian Building,tt0425321,44085.0,????? ????????,False,,/yd4aMSOUiFV5DDcsKi2omz4fA.jpg,0.0,,,"Cairo: a 70-year-old building of once-luxury flats with tenements on the roof. Zika, an aging libertine, feuds with his sister. Pius Haj Azzam takes a second wife, in secret, to satisfy sexual drive within religious bounds. Bothayna, poor and beautiful, supports her family, wanting to do so with dignity intact. Her former fiancé, Taha, the janitor's son, humiliated by the police, turns to fundamentalism. Hatem, a gay editor, seduces and corrupts a young man from the sticks. Two brothers, Copts, one a tailor and one Zika's factotum, connive for property. Allah is on most everyone's lips, and corruption is in their hearts.",0.719249,,,2006-06-01,,Released,6.8,14.0,the+yacoubian+building+2006,ar
"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity",tt0070246,34326.0,??????,False,,/qX2gQHonYmwCmSFp5nWuVdho8gl.jpg,0.0,,,"In the teeming black markets of postwar Japan, Shozo Hirono and his buddies find themselves in a new war between factious and ambitious yakuza...",2.11911,,,1973-01-13,,Released,7.2,27.0,the+yakuza+papers_+vol.+1+battles+without+honor+and+humanity+1973,ja
The Year 01,tt0179641,63172.0,L'an 01,False,,/j7lEXwqnNmt4YLnZNjIHkUyfoUc.jpg,0.0,,,"The film narrates a utopian abandonment, consensual and festive of the market economy and high productivity. The population decides on a number of resolutions beginning with ""We stop everything"" and the second ""After a total downtime will be revived-reluctantly-that the services and products including lack will prove intolerable. Probably: water to drink, electricity for reading at night, the TSF to say ""This is not the end of the world, this is an 01, and now a page of Celestial Mechanics"". The implementation of these resolutions is the first day of a new era, Year 01. The Year 01 is emblematic of the challenge of the 1970s and covers such diverse topics as ecology, negation of authority, free love, communal living, rejection of private property and labor.",0.64636,,,1973-02-22,,Released,7.6,5.0,the+year+01+1973,fr
The Year My Parents Went On Vacation,tt0857355,14421.0,O Ano em Que Meus Pais Saíram de Férias,False,,/1X2Cw562Pc5yrt5JPHQSsq0D6SD.jpg,0.0,,,"A boy is left alone in a Jewish neighborhood in the year of 1970, where both world cup and dictatorship happen in Brazil.",1.120365,,,2006-09-26,,Released,7.7,15.0,the+year+my+parents+went+on+vacation+2006,pt
The Year of the Hare,tt0076252,39008.0,Jäniksen vuosi,False,,/7KhIm9eo1Nio6gXHqhdG1LYOAn5.jpg,0.0,,,"Young advertising executive Vatanen suddenly quits his job and his whole life in Helsinki, and decides to spend a while in the Finnish wilderness. A wounded hare hit by a car becomes his travel companion. Together they find reclusion in the Finnish Lapland, soon to be disturbed by a noisy group of foreign tourists and their pretentious Finnish hosts. When the hare gets ill and needs to see a vet, Vatanen must return to the city and finally face the choice between his new and former life",0.680347,,,1977-12-23,,Released,7.4,4.0,the+year+of+the+hare+1977,fi
The Year of the Wolf,tt0808486,38834.0,Suden vuosi,False,,/Ai2ZEVmH9dGBTI9BKNqb3qoqyS4.jpg,0.0,,,"Sari is a young, beautiful and intelligent girl who is busy studying at university,but she suffers from epilepsy and has to face death on a daily basis. Mikko is hersomewhat older university teacher, who is tired of life, and who one day decides toabandon his wife, children and idea of a perfect life. Both characters have been tooscared to live their lives to the brim for too long. But they meet, and in spite oftheir prejudices and reserved natures, they manage to create a dramatic and movingmodern romance which confronts numerous taboos. While the imagery explores theboundary between life and death in a most poetic way, the odd couple's romance istold with both bite and humour. Society - be it in the shape of angry ex-wives,overprotective parents, conservative aunts or embittered colleagues - is doing whatit can to put a spanner in the works.""",0.167646,,,2007-12-05,,Released,6.8,4.0,the+year+of+the+wolf+2007,en
The Young Girls of Rochefort,tt0062873,2433.0,Les demoiselles de Rochefort,False,,/ylkO72wPas7bJ7dvPlBPV2wlhjS.jpg,0.0,,,"Delphine and Solange are two sisters living in Rochefort. They are both looking for love, without being aware that their ideal partner is very close... A film where the scenario is much less important than its feeling of euphory, according to the director Jacques Demy.",3.454623,,,1967-03-08,,Released,7.5,74.0,the+young+girls+of+rochefort+1967,fr
The Young Master,tt0081499,11563.0,????,False,,/fE3qMzV5VJD47BjV3nFOKWYSiCc.jpg,0.0,,,"Youthful martial arts master Lung is searching for his missing brother, when he is mistaken for a criminal on the run.  He must prove his innocence by solving the case himself, while local lawmen and merciless mercenaries are hot on his trail.",3.475332,,,1980-02-09,,Released,7.0,38.0,the+young+master+1980,en
The Zone,tt1039652,15865.0,La zona,False,,/4drm01HityTfFX7JYfqDGm0c2kz.jpg,0.0,,http://www.lazona-lefilm.com/,"Residents of an enclosed neighborhood in the middle of Mexico DF are shocked by a violent crime, and for one resident in particular, young Alejandro, the drama is ratcheted up when he encounters the lone kid who escaped the event and is hiding out within the neighborhood's borders.",4.10002,,,2007-09-01,,Released,6.3,26.0,the+zone+2007,es
Thelma & Louise,tt0103074,1541.0,Thelma & Louise,False,,/pnzuLoE52EiTfjfqRex2uTkH7LB.jpg,16000000.0,,,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",14.785388,,,1991-05-24,,Released,7.2,766.0,thelma++louise+1991,en
Them!,tt0047573,11071.0,Them!,False,,/ndYEgAzS01AlrUr4yetiJYOVMz1.jpg,23000000.0,,,Nuclear tests in the desert result in the growth of gigantic mutant ants who menace cities in the American south-west as a team of investigators and the army search for a way to control their spread in this Cold War-era monster film.,9.222871,,,1954-06-16,,Released,6.8,111.0,them+1954,en
Them,tt0465203,10832.0,Ils,False,,/A8NOBA3Zhb8RdEi1dBfX6pONs8n.jpg,0.0,,,"Lucas and Clementine live peacefully in their isolated country house, but one night they wake up to strange noise. They're not alone... and a group of hooded assailants begin to terrorize them throughout the night.",4.692506,,,2006-07-19,,Released,6.1,147.0,them+2006,fr
Then I Sentenced Them All to Death,tt0126449,246882.0,Atunci i-am condamnat pe toti la moarte,False,,/s6mj1gDfxe8idtmDWW2ykSDmAOF.jpg,0.0,,,"A young boy is adopted by a priest and his wife during the Nazi occupation of Romania during the Second World War. He  befriends the village idiot, who's despised by everyone else. When a German is killed in the last days of the war, the village is threatened with total destruction unless the murderer is handed over. The villagers decide to hand over the idiot.",0.036044,,,1972-01-24,,Released,6.8,4.0,then+i+sentenced+them+all+to+death+1972,ro
There Was a Father,tt0034591,27372.0,Chichi Ariki,False,,/5Nq9vviZWELt2ltqD15YCuA2GgO.jpg,0.0,,,"Shuhei Horikawa, a poor schoolteacher, struggles to raise his son Ryohei by himself, despite neither money nor prospects.",0.538186,,,1942-04-01,,Released,7.5,14.0,there+was+a+father+1942,ja
There Will Be No Leave Today,tt0053258,45590.0,Segodnya uvolneniya ne budet,False,,/sTt5EjrryCkM3jvU7a5nqBKt0FB.jpg,0.0,,,Soldiers undertake the perilous task of removing a stockpile of World War II bombshells discovered during roadworks under the ground of a small village.,1.239331,,,1959-05-09,,Released,6.3,3.0,there+will+be+no+leave+today+1959,en
Theremin: An Electronic Odyssey,tt0108323,70042.0,Theremin: An Electronic Odyssey,False,,/AnObAtG5Otm0KFeKGHR73G8I7xx.jpg,0.0,,,"After escaping Russia's communist revolution, Leon Theremin travels to New York, where he pioneers the field of electronic music with his synthesizer. But at the height of his popularity, Soviet agents kidnap and force him to develop spy technology. Steven M. Martin writes and directs this intriguing documentary about a man's ""strange"" music and his very interesting life as an inventor and influential musician.",0.113788,,,1994-01-29,,Released,5.2,3.0,theremin+an+electronic+odyssey+1994,en
There's Always Tomorrow,tt0049843,37637.0,There's Always Tomorrow,False,,/vl6MY77XvuCT50SvYJhg867bIFh.jpg,0.0,,,"There’s Always Tomorrow is a remake of a 1934 film of the same name. Fred MacMurray is a toy company executive whose wife (Joan Bennett) and kids (Gigi Perreau, William Reynolds and Judy Nugent) take him for granted. Barbara Stanwyck is Fred’s former girlfriend, whose own business activities result in a surprise reunion. MacMurray falls back in love with Stanwyck and prepares to leave his family. MacMurray’s children go to Stanwyck and politely ask her to back off.",0.573692,,,1956-02-01,,Released,7.4,12.0,theres+always+tomorrow+1956,en
There's Only One Sun,tt1279185,145059.0,There's Only One Sun,False,,/hr8pBnIjqufcu8tbSPyIKxCv8Oj.jpg,0.0,,,"Wong Kar-Wai  reprises his futuristic mood from 2046 and waives a spy story of lush and betrayal to advertise Aurea, the new LCD technology by Philips.",1.388705,,,2007-01-01,,Released,5.9,7.0,theres+only+one+sun+2007,en
There's Something About Mary,tt0129387,544.0,There's Something About Mary,False,,/hFtnobv2d8WrjhMPCoX4i0oMJio.jpg,23000000.0,,http://www.aboutmary.com/,"Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",11.688958,,,1998-07-15,,Released,6.5,1616.0,theres+something+about+mary+1998,en
There's Something Wrong with Aunt Diane,tt2011325,70845.0,There's Something Wrong with Aunt Diane,False,,/vri6DoBo3J2ojD86mcRrdrzknAx.jpg,0.0,,http://www.hbo.com/documentaries/theres-something-wrong-with-aunt-diane/index.html#/documentaries/theres-something-wrong-with-aunt-diane.html/eNrjcmbOYM5Xz89JccxLzKksyUwOSExP9UvMTWUu1CzLTEnNh4k75+eVpFaUcDIysjGySSeWluQX5CRW2pYUlaayMQIATB0XOA==,"HBO: Documentary Revisits the mysterious tragedy of Diane Schuler, who, on July 26, 2009, drove the wrong way on the Taconic Parkway in New York for nearly two miles and then smashed into an oncoming SUV, killing herself, her daughter, her three nieces and all three people in the other car. Premieres Monday, July 25 at 9pm.",1.03959,,,2011-07-25,,Released,6.7,22.0,theres+something+wrong+with+aunt+diane+2011,en
Thermae Romae,tt1867101,105210.0,????????,False,,/evDu7nYoPoAALzSS7ySx4WLvLIE.jpg,0.0,,http://thermaeromae.com/,"The story follows a Roman architect named Lucius, who is having trouble coming up with ideas. One day, he discovers a hidden tunnel underneath a spa that leads him to a modern Japanese bath house. Inspired by the innovations found there, he creates his own spa, Roma Thermae, bringing in the modern ideas to his time.",2.129707,,,2012-04-28,,Released,5.7,29.0,thermae+romae+2012,ja
Thesis,tt0117883,9299.0,Tesis,False,,/uW2CrHzSz8zuAZcWCrz3QcyGH5m.jpg,0.0,,,"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured until death. Soon she discovers that the girl was a former student in her faculty...",7.110912,,,1996-04-11,,Released,7.2,165.0,thesis+1996,es
Thesis on a Homicide,tt2241605,167963.0,Tesis sobre un homicidio,False,,/9tfJHpTpUWR67H5KjoeCPOGqYgk.jpg,0.0,,,"Roberto is a specialist in Criminal Law whose life is thrown into chaos when he becomes convinced that Gonzalo, one of his best students, has committed a brutal murder right in front of the Faculty of Law. Determined to uncover the truth he begins a personal investigation that will soon become an obsession.",3.763458,,,2013-01-17,,Released,6.1,52.0,thesis+on+a+homicide+2013,es
They Call Me Bruce?,tt0084786,24830.0,They Call Me Bruce?,False,,/sLHPtrKbdriGQx4LnKYFcjpQK7O.jpg,0.0,,,"Get set for all the zany fun in this hilarious comedy about an Asian immigrant that everyone calls ""Bruce"", because of his resemblance to the legendary Bruce Lee. Bruce unknowingly works as cook for the Mob and is duped into making deliveries of ""Chinese Flour""-which is really cocaine-all across the U.S.",1.223424,,,1982-11-10,,Released,5.2,11.0,they+call+me+bruce+1982,en
They Call Me Mister Tibbs!,tt0066450,34732.0,They Call Me Mister Tibbs!,False,,/8JGYurlPYlCmZNPCkUOEzn3mKqc.jpg,0.0,,,A police detective's investigation of a prostitute's murder points to his best friend.,5.424482,,,1970-07-10,,Released,5.4,12.0,they+call+me+mister+tibbs+1970,en
They Call Me Renegade,tt0095975,11496.0,Renegade,False,,/mtPfARPzpLLHZjNK7meo3DLbhoM.jpg,0.0,,,"While on his travel across the Southwestern United States, with his Jeep CJ Renegade and his chestnut colt named Joe Brown, Luke meets Matt, son of a friend of his, Moose, who is in jail. Moose asks Luke to take care of Matt, and to help him to take possession of a piece of land. So starts their travel, full of adventures...",2.554632,,,1987-10-30,,Released,5.9,39.0,they+call+me+renegade+1987,en
They Call Me Trinity,tt0067355,9394.0,Lo chiamavano Trinità...,False,,/5b38dfzKqUmTY2HRYrdKJ8vFWAR.jpg,0.0,,,"The simple story has the pair coming to the rescue of peace-loving Mormons when land-hungry Major Harriman sends his bullies to harass them into giving up their fertile valley. Trinity and Bambino manage to save the Mormons and send the bad guys packing with slapstick humor instead of excessive violence, saving the day.",9.449417,,,1970-12-22,,Released,7.5,269.0,they+call+me+trinity+1970,it
They Call Us Misfits,tt0062900,56500.0,Dom kallar oss mods,False,,/r2dyKyZBDz4grF6pbbKZAjHZkhb.jpg,12000.0,,,A documentary film depicting a group of young boys from Stockholm which live on the outskirts of society. The film is the first part of a trilogy.,1.289488,,,1968-03-25,,Released,6.4,8.0,they+call+us+misfits+1968,sv
They Called Him Bulldozer,tt0077864,11144.0,Lo chiamavano Bulldozer,False,,/fKfikpOnenc1K4Xlp7K4YTGXc0q.jpg,0.0,,,"The ""Bulldozer"", a former football star, is now working as a fisherman. As a group of street-people arranges a football match against the local Armybase, he is asked to be their trainer. His boat was damaged by a submarine and he currently has no work, so he agrees.",2.666812,,,1978-09-15,,Released,6.7,61.0,they+called+him+bulldozer+1978,it
They Have Escaped,tt2967988,284306.0,He ovat paenneet,False,,/1p8Xiii7WxhbRnO29gFdEOiF0ks.jpg,1400000.0,,,Two troubled youths break out of their halfway house and make their way to one's home.,0.75959,,,2014-08-01,,Released,6.0,11.0,they+have+escaped+2014,fi
"They Shoot Horses, Don't They?",tt0065088,28145.0,"They Shoot Horses, Don't They?",False,,/4VtS9rHREjuzDZAiegZlqwj7rRv.jpg,0.0,,,Desperate characters stake their fortune on a Depression-era dance marathon.,4.904915,,,1969-12-10,,Released,7.4,51.0,they+shoot+horses_+dont+they+1969,en
They Were Five,tt0027342,67443.0,La Belle Équipe,False,,/ua5ZCw9JygpMj7bjNsqIFOP4kwR.jpg,0.0,,,"Those five are unemployed penniless workers. Together they win 100,000 Francs with the national lottery. Instead of sharing the money, they buy a ruin and build an open-air cafe. But difficulties come to split their friendly group apart: former wife, police tracking one of them (Spanish republican refugee), jealousy...",0.34768,,,1936-09-01,,Released,7.1,6.0,they+were+five+1936,fr
They Won't Believe Me,tt0039896,27203.0,They Won't Believe Me,False,,/1JiGKsj9kfaU6BA0ZyeCX5O4Cen.jpg,0.0,,,"A stockbroker (Robert Young) tells the court how his rich wife and one of two girlfriends (Susan Hayward, Jane Greer) died.",1.686848,,,1947-07-16,,Released,6.2,7.0,they+wont+believe+me+1947,en
They Won't Forget,tt0029658,80639.0,They Won't Forget,False,,/u5mBO1y2Nw27E2dqJIGtfOqu1Om.jpg,0.0,,,"A southern town is rocked by scandal when teenager Mary Clay is murdered on Confederate Decoration Day. Andrew Griffin, a small-time lawyer with political ambitions, sees the crime as his ticket to the Senate if he can find the right victim to finger for the crime. He sets out to convict Robert Hale, a transplanted northerner who was Mary's teacher at the business school where she was killed. Despite the fact that all the evidence against Hale is circumstantial, Griffin works with a ruthless reporter to create a media frenzy of prejudice and hate against the teacher.",0.434492,,,1937-10-09,,Released,3.5,3.0,they+wont+forget+1937,en
Thieves,tt0118100,49935.0,Les voleurs,False,,/xP3ZftHUF5k004hNvWKk9iMn65K.jpg,0.0,,,"In the middle of the night, someone brings Ivan's body home to his wife and his sad-faced, jug-eared son. Through flashbacks, the film discloses the relationships among Ivan and his brother Alex, a cop with a cleanliness fetish; siblings Juliette and Jimmy, Ivan's partners in a seedy nightclub; the love triangle of Alex, Juliette, and Marie, a professor of philosophy; and of Alex and his nephew, Ivan's dour, stoic son. Ivan's death changes every relationship.",0.365078,,,1996-08-21,,Released,7.0,5.0,thieves+1996,fr
Thieves,tt0815457,25795.0,Ladrones,False,,/zPlDohzB9jWdcVRcn1tmsoUuo5B.jpg,0.0,,,"The main character is a nameless boy (Juan Jose Ballesta) who was taught to steal wallets by his absent mother. He is able to do the trick effortlessly, using his ""earnings"" to survive while he looks for his mom. As he runs into an antique store owner, he might have found a trace that will lead to her. First, however, he will have to pull off a few ""jobs"" for the store owner, and he can't do it alone: enter a nameless girl (Maria Valverde) who gets to learn all the secret techniques the young boy has been using all his life.",0.717736,,,2007-08-08,,Released,6.8,4.0,thieves+2007,en
Thieves and Robbers,tt0083715,11613.0,Cane e gatto,False,,/zs81YnizFSwcNZHxUyCY7CCjSH5.jpg,0.0,,,"L.A.P.D. Captain Parker finally is going on Holiday with all his family. At the last moment he has to cancel the program to re-capture a pilferer named Tony Roma, bad copy of a Latin lover. He use to seduce older women and then steals their jewelry. Parker is close to sort the case out when Roma is witness of a Mafia murder. Parker Holiday flies away.",1.998473,,,1983-02-11,,Released,6.1,17.0,thieves+and+robbers+1983,it
Thieves' Highway,tt0041958,20025.0,Thieves' Highway,False,,/7Uuo6XYndgG8BHOdhB64GPsVP6W.jpg,0.0,,,"War-veteran truck driver ""Nick"" Garcos (Conte) arrives at home to find his father, a farmer, crippled. He learns that his father was crippled at the hands of an amoral produce dealer in San Francisco, Mike Figlia (Cobb). Garcos vows revenge.",5.44131,,,1949-10-10,,Released,7.1,20.0,thieves+highway+1949,en
Things I Never Told You,tt0115950,110909.0,Cosas que nunca te dije,False,,/xH0ep5gDTAZOgjxiJhkSmjtxpBA.jpg,0.0,,,Ann and Don are two people caught in a somber existence who cross paths by accident and whose only true ambition is to care and feel.,0.485874,,,1996-10-11,,Released,3.3,6.0,things+i+never+told+you+1996,es
Things to Do in Denver When You're Dead,tt0114660,400.0,Things to Do in Denver When You're Dead,False,,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,8000000.0,,,A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,4.486179,,,1995-12-01,,Released,6.7,87.0,things+to+do+in+denver+when+youre+dead+1995,en
Things We Do for Love,tt2167791,203062.0,Kaikella rakkaudella,False,,/wWSd0u3hVRPLMIrhVdSeOanhqVO.jpg,0.0,,http://www.kaikellarakkaudella.fi/,"Vaarala, a reserved romantic photographer, has an odd artistic vision of loneliness: he takes serial photos of an empty park bench in remote spaces of nature. When he meets and falls in love with the spirited, unruly Ansa, his ‘bench’ is suddenly filled. But in order to be with her he has to not only overcome his own frailties, but also the impending danger of Ansa’s volatile ex-con ex, and then Ansa herself, a woman prone to impulsiveness and impetuousness.",0.178791,,,2013-02-01,,Released,5.0,1.0,things+we+do+for+love+2013,en
"Think Fast, Mr. Moto",tt0029660,59566.0,"Think Fast, Mr. Moto",False,,/t5RfcbvhHgyAQV4EiR47cyfCtTq.jpg,0.0,,,"When his import/export business infiltrated by international diamond smugglers, Mr. Moto must follow a trail of clues littered with beautiful women, glittering gems and deadly assassins. Making his way from the mysterious streets of San Francisco's Chinatown to the dark and dangerous alleys of Shanghai, Mr. Moto will stop at nothing to bring the culprits to justice...even if it means making the ultimate sacrifice!",3.997872,,,1937-07-27,,Released,6.2,8.0,think+fast_+mr.+moto+1937,en
Thirst,tt0041998,51143.0,Törst,False,,/c2FatquqnFZbnLdliBuwFevM7jN.jpg,0.0,,,"A needy couple in a bad marriage travel back to Stockholm after a trip to Italy. Meanwhile, a widow resists seductions from two different persons - her psychiatrist and a lesbian friend.",0.404751,,,1949-10-17,,Released,6.7,10.0,thirst+1949,sv
Thirst,tt0762073,22536.0,??,False,,/dq71ERVOLjCFKny8AADYdwJCpgR.jpg,5000000.0,,,"Sang-hyun (Song Kang-ho), a respected priest, volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life as a vampire. Now, Sang-hyun is torn between faith and bloodlust, and has a newfound desire for Tae-ju (Kim Ok-vin), the wife of his childhood friend.",5.213648,,,2009-04-30,,Released,7.0,198.0,thirst+2009,ko
Thirst for Love,tt0060082,95503.0,????,False,,/xPiTgg1WpmbukibT139fvMOSyki.jpg,0.0,,,"Koreyoshi Kurahara adapted a novel by Yukio Mishima for Thirst for Love (Ai no kawaki), a tense psychological drama about a young woman who is widowed after marrying into a wealthy family, and becomes sexually involved with her father-in-law, while harboring a destructive obsession with the family gardener. Kurahara’s atmospheric style is a perfect match for Mishima’s brooding sensuality.",0.119397,,,1967-02-18,,Released,7.0,3.0,thirst+for+love+1967,ja
This Ain’t California,tt2113090,91030.0,This Ain’t California,False,,/ri1KFV7AxAgtFDCPynHvBr8kl2T.jpg,0.0,,,"This Ain't California is a celebration of the lust for life, a contemporary documentary trip into the world of roller boarding in the German Democratic Republic. A coming-of-age tale of three teenagers and their passionate love for a sport on the crumbling tarmac of the streets in the German Democratic Republic, which was considered very ill-fitting. The punk fairy tale is a story of the subversive powers of fun in that part of Germany, which had lost touch with its citizens. The film follows its three heroes from their childhood in the seventies through their teenage rebellion in the eighties, ending in the last summer of their life in the German Democratic Republic in 1989, when their life changed forever, and follows them to 2011.",0.76798,,,2012-08-15,,Released,6.5,14.0,this+aint+california+2012,de
